순위,도서명,저자,출판사,정가,판매가
932,챗GPT CHAT 입문 활용 공부 사용법과  인공지능 지피티 영어 배우기 프롬프트 수업  AI 기초 책 학원강의 특강 도서 교재보다 좋은 USB 강좌 교육,액션미디어 편집부,액션미디어,22900,20610
933,딸깍! 바이브 코딩 by 안티그래비티,반병현,생능북스,25000,22500
934,로직 프로 12 입문 과정: 애플 공인 교육 센터 MFK 공식 편찬,백경민,에핀,62000,55800
935,정보관리기술사&컴퓨터시스템응용기술사 Vol 9: 인공지능,권영식 외,성안당,50000,45000
936,2026 시대에듀 빅데이터분석기사 실기(Python) 한권으로 끝내기,장희선,시대에듀,32000,28800
937,그림으로 이해하는 인공지능 시대의 최신 보안 가이드,오토코더,위즈앤북(Wiznbook),18800,16920
938,공공 AI 영향평가,양지원,커뮤니케이션북스,12000,12000
939,할 수 있다! 파워포인트 2021 활용,정동임,시대인,12000,10800
940,누구나 프로처럼 실전 AI 콘텐츠 디자인 with 나노 바나나,홍순성,한빛미디어,28000,25200
941,2026 데이터분석 초보도 4주만에 합격하는 이패스 AICE Basic,김용재,이패스코리아,25000,22500
942,"그냥 따라하다 배우는, 나노바나나 100선",이재용,비엘북스,22000,19800
943,AI 기본법 해설,이웅규 외,커뮤니케이션북스,12000,12000
944,AI와 함께 만드는 나의 첫 게임 개발 with 플러터 Flame,권경열,제이펍,36000,32400
945,쓱 하고 싹 배우는 캔바,안은진,영진닷컴,14000,12600
946,Play! SOLIDWORKS 솔리드웍스 2026 Master,원동현,청담북스,35000,31500
947,상업용 Ai 음악제작,최이진,노하우,33000,29700
948,현장에서 픽하는 IT 서비스 개발을 위한 실무 지식,신보람,길벗,26000,23400
949,AI 협업 글쓰기 실전 가이드 글쓰기는 프롬프트다,오창근,성안당,25000,22500
950,AI와 도시 재생,국창민,커뮤니케이션북스,12000,12000
951,된다! 링크드인 활용법,변재일,이지스퍼블리싱,22000,19800
952,시나공 사무자동화산업기사 실기 기본서,길벗알앤디,길벗,28000,25200
953,2026 이기적 정보보안기사 실기 기출 600제,임호진,영진닷컴,20000,18000
954,생성형 AI 시대 수학 교육,유주연 외,커뮤니케이션북스,12000,12000
955,이것이 리눅스다 현업 서버 환경 그대로 재현하는 실무 리눅스 풀코스 입문,우재남,한빛미디어,40000,36000
956,A2A × MCP 멀티에이전트 오케스트레이션 실전,서지영,길벗,33000,29700
957,캔바 AI,신승희 외,생능북스,24000,21600
958,n8n 업무 자동화 일잘러 되기,메이허 외,골든래빗(주),36000,32400
959,대학생을 위한 교양 AI,남민우 외,어가,24000,24000
960,2026 피지컬 AI 컴퓨팅: 모빌리티 기초동작편,김석진 외,골든벨,30000,27000
961,"나야, 구글 에듀테크. 질문이 답이 되는 제미나이 수업 솔루션",장승아 외,위키북스,24000,21600
962,허깅페이스로 배우는 멀티모달 모델,이정인 외,디지털북스,22000,19800
963,네트워크·보안 엔지니어를 위한 챗GPT 활용 기술,박진산,길벗,27000,24300
964,Wokwi 시뮬레이터로 배우는 임베디드 시스템,이창훈,21세기사,35000,35000
965,2026 이패스 AICE Associate 실전모의고사 10,신성진 외,이패스코리아,25000,22500
966,라즈베리파이로 만드는 인공지능과 사물인터넷,장문철,먼슬리북스,22500,20250
967,2026 시대에듀 빅데이터분석기사 필기 한권으로 끝내기,정혜정 외,시대고시기획,37000,33300
968,R 응용 다변량분석 1,나종화,자유아카데미,32000,32000
969,시대에듀 유튜브 무료특강이 있는 Win-Q 전자캐드기능사 실기 단기합격,박정열,시대고시기획,26000,23400
970,R 응용 다변량분석 2,나종화,자유아카데미,22000,22000
971,2026 이기적 CPPG 개인정보관리사 기출 900제,이제이 외,영진닷컴,28000,25200
972,2026 CLASS 전산세무 2급(6판),손현삼 외,나눔클래스,29000,26100
973,예제로 쉽게 배우는 아두이노,장성용 외,생능출판,21000,21000
974,엑셀 대신 챗GPT,감자나라ai(오종현),한빛미디어,22000,19800
975,"목사님, AI와 동역하시겠습니까?",김시준,세움북스,22000,19800
976,이펙티브 파이썬,브렛 슬라킨 외,길벗,42000,37800
977,앱 개발 트러블슈팅 with 리액트 네이티브,윤창현,비제이퍼블릭,35000,31500
978,초보로: 초보자가 갖는 로봇백서,김홍순 외,홍릉,19000,19000
979,향수와 AI,이선미 외,커뮤니케이션북스,12000,12000
980,복잡계 네트워크의 자연법칙,세르게이 N. 도로고프체프 외,에이콘출판,45000,40500
981,슬기쌤의 전산회계1급 핵심이론 및 실무,유슬기,오스틴북스,26000,23400
982,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 ABAP with AI,주호재 외,생능북스,25000,22500
983,발자취 ITQ 한글2022(상철),교재개발팀,마린북스,18000,16200
984,할 수 있다! 컴퓨터 기초(Windows 11),정동임,시대인,12000,10800
985,미니멀리즘 프로그래머,데이비드 토머스 외,한빛미디어,20000,18000
986,가장 쉬운 AI 앱 빌더 DIfy 실무 가이드,오노 사토시 외,에이케이커뮤니케이션즈,43000,38700
987,최대리 전산회계1급(실기+필기),최남규,최대리,30000,27000
988,인공지능이 다 해주는 브루 Vrew 영상 편집(큰글자책),디지털거북이 지현이 외,시프트,43000,43000
989,AI 증강 독해와 AI 드리블링 바이블,나준호 외,성안당,25000,22500
990,한 권으로 끝내는 실전 LLM 파인튜닝,강다솔,위키북스,32000,28800
991,한 걸음 앞선 일잘러가 지금 꼭 알아야 할 바이브 코딩 with 커서,김태헌(퇴근후딴짓),길벗,30000,27000
992,2026 3D 프린터 운용기능사 실기 : 인벤터편,이빛샘,예문에듀,26000,23400
993,2026 시대에듀 Win-Q 전자캐드기능사 필기 단기합격,정도건 외,시대고시기획,25000,22500
994,2026 수제비 정보보안기사 실기 기본서,윤영빈 외,수제비출판사,42000,37800
995,HTML/CSS + 자바스크립트 입문,황재호,인포앤북,27000,24300
996,이것도 AI가 만듦,한선옥 외,파지트,19000,17100
997,플레이어를 사로잡는 게임의 심리학,규리네,루비페이퍼,22000,19800
998,코딩으로 피어나는 스마트팜 with 인공지능,표정완 외,종합서적,22000,19800
999,2026 이패스 AI능력시험 AICE Associate,신성진 외,이패스코리아,35000,31500
1000,오토사 기본 개념과 응용,호삼 소파르 외,지니북스,24000,24000
